nice_level;full;num_tuples;db_size_mb;it;exec_time;disk_freespace;swap_total_mb;swap_used_mb;swap_free_mb;filter_result_set_elem_num;max_filter_result_set_elem_num;max_hash_table_elem_num;max_final_result_set_elem_num;filter_result_set_size;hash_table_num_elem;final_result_set_size
0;yes;16000000;1953.1250;11;3272.9440;33869668352;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;12;3283.6060;33869668352;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;13;3282.2130;33869668352;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;14;3270.3900;33869668352;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;15;3266.7630;33869611008;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;16;3287.1510;33869598720;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;17;3273.5230;33869598720;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;18;3246.7550;33869598720;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;19;3241.8750;33869598720;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;20;3294.3880;33869598720;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;21;3276.7660;33869598720;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;22;3294.2650;33869586432;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;23;3237.8250;33869586432;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;yes;16000000;1953.1250;24;3235.8970;33869586432;0,00;0,00;0,00;1600000;1760001;1936001;1760000;1600000;1600000;1600000
0;no;20000000;2441.4062;0;3659.1700;33869570048;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;1;3657.4030;33869570048;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;2;3736.8160;33869570048;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;3;3726.4340;33869570048;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;4;3691.5000;33869533184;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;5;3711.4170;33869533184;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;6;3710.2420;33869533184;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;7;3799.8070;33869533184;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;8;3772.8360;33869524992;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;9;3717.8470;33869524992;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;10;3740.7260;33869524992;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;11;3746.5850;33869484032;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;12;3758.1200;33869484032;0,00;0,00;0,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;13;3786.0710;32795742208;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;14;4066.7190;32795742208;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;15;4093.0220;32795742208;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;16;4107.5950;32795725824;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;17;4105.7420;32795725824;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;18;4094.9160;32795725824;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;19;4079.9140;32795688960;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;20;4123.6460;32795688960;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;21;4117.9220;32795688960;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;22;4134.6950;32795688960;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;23;4097.8410;32795676672;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;20000000;2441.4062;24;4095.6800;32795652096;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;0;4106.9610;32795394048;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;1;4156.0720;32795369472;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;2;4110.2840;32795369472;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;3;4100.2230;32795369472;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;4;4119.9790;32795369472;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;5;4130.9600;32795369472;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;6;4143.1980;32795357184;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;7;4107.0320;32795357184;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;8;4135.5720;32795357184;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;9;4123.9890;32795328512;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;10;4174.8830;32795328512;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;11;4112.2770;32795328512;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;12;4112.0210;32795291648;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;13;4161.8680;32795275264;1024,00;2,50;1021,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;14;4058.1670;32795664384;1024,00;24,75;999,25;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;15;4021.8800;32795660288;1024,00;287,50;736,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;16;4001.3950;32795676672;1024,00;528,00;496,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;17;4023.3910;31721955328;2048,00;804,00;1244,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;18;3968.7180;31722016768;2048,00;1022,00;1026,00;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;19;3998.2210;31722016768;2048,00;1474,25;573,75;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;20;3957.2030;29574500352;4096,00;3008,25;1087,75;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;21;3940.4330;28500742144;5120,00;4446,75;673,25;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;22;3951.0360;27426910208;6144,00;5877,25;266,75;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;23;3916.9690;25279381504;8192,00;7296,50;895,50;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;yes;20000000;2441.4062;24;3957.9310;23131840512;10240,00;8992,75;1247,25;2000000;2200001;2420001;2200000;2000000;2000000;2000000
0;no;24000000;2929.6875;0;4400.2670;32795488256;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;1;4458.7560;32795512832;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;2;4496.8710;32795504640;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;3;4488.5810;32795467776;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;4;4527.7420;32795467776;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;5;4504.2990;32795467776;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;6;4524.1670;32795467776;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;7;4493.5620;32795467776;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;8;4518.6930;32795467776;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;9;4502.4500;32795455488;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;10;4501.8140;32795455488;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;11;4594.0710;32795455488;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;12;4956.1930;32795455488;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;13;4938.3100;32795455488;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;14;4964.1740;32795418624;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;15;4962.8980;32795406336;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;16;4918.4830;32795406336;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;17;4954.3580;32795406336;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;18;4906.2070;32795406336;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;19;4973.7140;32795406336;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;20;4934.5710;32795406336;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;21;4948.4640;32795406336;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;22;4948.4020;32795537408;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;23;4927.8060;32795537408;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;24000000;2929.6875;24;4835.9440;32800874496;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;0;4819.7920;32800874496;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;1;4787.2440;32800874496;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;2;4837.1110;32800837632;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;3;4790.5140;32800825344;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;4;4794.1280;32800825344;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;5;4786.2930;32800821248;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;6;4854.4520;32800813056;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;7;4855.0650;32800808960;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;8;4859.1070;32800821248;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;9;4887.4550;32800759808;1024,00;29,50;994,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;10;4826.8430;32800751616;1024,00;236,00;788,00;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;11;4754.4210;32800616448;1024,00;528,25;495,75;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;12;4773.9150;31726567424;2048,00;820,50;1227,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;13;4762.3860;31726510080;2048,00;1130,00;918,00;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;14;4687.2500;30652723200;3072,00;2183,75;888,25;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;15;4733.6770;28505210880;5120,00;3856,50;1263,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;16;4763.6760;27431452672;6144,00;5892,50;251,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;17;4710.4360;25283969024;8192,00;7721,25;470,75;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;18;4750.7400;23136477184;10240,00;9688,50;551,50;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;19;4400.9310;22062735360;11264,00;10029,25;1234,75;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;20;4344.5640;22062735360;11264,00;10029,25;1234,75;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;21;4292.4280;22062698496;11264,00;10029,25;1234,75;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;22;4710.7050;22062682112;11264,00;10260,25;1003,75;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;23;4671.9180;22062706688;11264,00;10542,75;721,25;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;yes;24000000;2929.6875;24;4932.5070;22062440448;11264,00;10848,25;415,75;2400000;2640001;2904001;2640000;2400000;2400000;2400000
0;no;28000000;3417.9688;0;5010.0050;32799834112;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;1;5044.1140;32799834112;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;2;5049.1440;32799793152;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;3;5017.2820;32799731712;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;4;5083.8470;32799637504;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;5;5074.8810;32799621120;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;6;5050.7240;32799645696;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;7;5025.7480;32799645696;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;8;5023.5420;32799645696;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;9;5038.8140;32799637504;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;10;5504.4470;32799637504;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;11;5647.3580;32799633408;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;12;5650.1930;32799596544;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;13;5656.3580;32799596544;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;14;5605.8310;32799584256;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;15;5654.5000;32799584256;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;16;5619.4210;32799584256;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;17;5613.3460;32799584256;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;18;5603.9370;32799584256;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;19;5623.9680;32799584256;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;20;5625.8670;32799522816;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;21;5632.8310;32799522816;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;22;5581.0110;32799522816;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;23;5674.0860;32799522816;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;28000000;3417.9688;24;5671.3300;32799522816;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;0;5621.8560;32799498240;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;1;5679.2300;32799498240;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;2;5685.8880;32799461376;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;3;5703.2190;32799526912;1024,00;34,25;989,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;4;5608.2940;32799416320;1024,00;312,25;711,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;5;5524.7630;32799383552;1024,00;643,75;380,25;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;6;5495.7500;31725641728;2048,00;981,25;1066,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;7;5559.7590;31725621248;2048,00;1421,50;626,50;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;8;5531.9540;29578039296;4096,00;3552,00;544,00;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;9;5539.8640;27430498304;6144,00;5766,50;377,50;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;10;5519.9930;25283010560;8192,00;7918,25;273,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;11;5525.0770;22061785088;11264,00;10095,25;1168,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;12;5054.6430;22061785088;11264,00;10152,50;1111,50;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;13;5043.7700;22061506560;11264,00;10152,50;1111,50;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;14;5211.7630;22061506560;11264,00;10262,50;1001,50;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;15;5438.5450;22061506560;11264,00;10583,75;680,25;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;16;5420.7710;22061506560;11264,00;10876,50;387,50;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;17;5440.3080;20987908096;12288,00;11212,25;1075,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;18;5448.1440;20987908096;12288,00;11570,00;718,00;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;19;5415.0700;20987908096;12288,00;11865,75;422,25;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;20;5456.2650;19914145792;13312,00;12145,75;1166,25;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;21;5437.5540;19914145792;13312,00;12477,25;834,75;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;22;5435.5440;19914133504;13312,00;12816,75;495,25;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;23;5453.2240;18840391680;14336,00;13128,50;1207,50;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;yes;28000000;3417.9688;24;5431.7180;18840391680;14336,00;13436,75;899,25;2800000;3080001;3388001;3080000;2800000;2800000;2800000
0;no;32000000;3906.2500;0;6084.2620;32798752768;1024,00;6,75;1017,25;3200000;3520001;3872001;3520000;3200000;3200000;3200000
0;no;32000000;3906.2500;1;5802.5270;32798683136;1024,00;6,75;1017,25;3200000;3520001;3872001;3520000;3200000;3200000;3200000
0;no;32000000;3906.2500;2;5829.1950;32798670848;1024,00;6,75;1017,25;3200000;3520001;3872001;3520000;3200000;3200000;3200000
0;no;32000000;3906.2500;3;5860.8070;32798633984;1024,00;6,75;1017,25;3200000;3520001;3872001;3520000;3200000;3200000;3200000
0;no;32000000;3906.2500;4;5802.1060;32798547968;1024,00;6,75;1017,25;3200000;3520001;3872001;3520000;3200000;3200000;3200000
0;no;32000000;3906.2500;5;5821.0890;32798523392;1024,00;6,75;1017,25;3200000;3520001;3872001;3520000;3200000;3200000;3200000
0;no;32000000;3906.2500;6;5747.7300;32798511104;1024,00;6,75;1017,25;3200000;3520001;3872001;3520000;3200000;3200000;3200000
0;no;32000000;3906.2500;7;5748.3180;32798498816;1024,00;6,75;1017,25;3200000;3520001;3872001;3520000;3200000;3200000;3200000
